test_name,true_category,true_label,transform,pred_original,conf_original,pred_transformed,conf_transformed,flipped,correct_original,correct_transformed,tokens_original,tokens_transformed,token_delta,conf_delta,whitespace_identical
TestLocalDirAllocator.testRemoveContext,4,test order dependency,trailing spaces,4,0.8007,5,0.5428,True,True,False,203,214,11,-0.2579,True
TestLocalDirAllocator.testRemoveContext,4,test order dependency,CRLF endings,4,0.8007,4,0.8329,False,True,True,203,213,10,0.0322,True
TestRMContainerAllocator.testSimple,0,async wait,indent +2,0,0.9225,5,0.8972,True,True,False,512,512,0,-0.0253,True
TestRMContainerAllocator.testSimple,0,async wait,indent +4,0,0.9225,5,0.9289,True,True,False,512,512,0,0.0064,True
TestRMContainerAllocator.testSimple,0,async wait,indent +8,0,0.9225,5,0.9121,True,True,False,512,512,0,-0.0104,True
TestRMContainerAllocator.testSimple,0,async wait,spaces to tabs,0,0.9225,5,0.9193,True,True,False,512,512,0,-0.0032,True
TestRMContainerAllocator.testSimple,0,async wait,tabs to spaces,0,0.9225,0,0.9225,False,True,True,512,512,0,0.0,True
TestRMContainerAllocator.testSimple,0,async wait,strip indent,0,0.9225,0,0.9167,False,True,True,512,512,0,-0.0058,True
TestRMContainerAllocator.testSimple,0,async wait,add blank lines,0,0.9225,0,0.9211,False,True,True,512,512,0,-0.0014,True
TestRMContainerAllocator.testSimple,0,async wait,remove blank lines,0,0.9225,0,0.9225,False,True,True,512,512,0,0.0,True
TestRMContainerAllocator.testSimple,0,async wait,trailing newline,0,0.9225,0,0.9225,False,True,True,512,512,0,0.0,True
TestRMContainerAllocator.testSimple,0,async wait,trailing spaces,0,0.9225,0,0.9149,False,True,True,512,512,0,-0.0077,True
TestRMContainerAllocator.testSimple,0,async wait,CRLF endings,0,0.9225,0,0.9226,False,True,True,512,512,0,0.0001,True
MultiMapTes.test_multimap,3,unordered collections,indent +2,3,0.8527,5,0.9512,True,True,False,155,167,12,0.0985,True
MultiMapTes.test_multimap,3,unordered collections,indent +4,3,0.8527,5,0.9521,True,True,False,155,181,26,0.0994,True
MultiMapTes.test_multimap,3,unordered collections,indent +8,3,0.8527,5,0.9495,True,True,False,155,209,54,0.0969,True
MultiMapTes.test_multimap,3,unordered collections,spaces to tabs,3,0.8527,5,0.9479,True,True,False,155,145,-10,0.0953,True
MultiMapTes.test_multimap,3,unordered collections,tabs to spaces,3,0.8527,3,0.8527,False,True,True,155,155,0,0.0,True
MultiMapTes.test_multimap,3,unordered collections,strip indent,3,0.8527,3,0.7902,False,True,True,155,140,-15,-0.0625,True
MultiMapTes.test_multimap,3,unordered collections,add blank lines,3,0.8527,3,0.8537,False,True,True,155,157,2,0.001,True
MultiMapTes.test_multimap,3,unordered collections,remove blank lines,3,0.8527,3,0.8527,False,True,True,155,155,0,0.0,True
MultiMapTes.test_multimap,3,unordered collections,trailing newline,3,0.8527,3,0.8311,False,True,True,155,156,1,-0.0216,True
MultiMapTes.test_multimap,3,unordered collections,trailing spaces,3,0.8527,5,0.843,True,True,False,155,163,8,-0.0097,True
MultiMapTes.test_multimap,3,unordered collections,CRLF endings,3,0.8527,3,0.8528,False,True,True,155,162,7,0.0002,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,indent +2,0,0.5273,5,0.943,True,False,False,480,512,32,0.4157,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,indent +4,0,0.5273,5,0.9457,True,False,False,480,512,32,0.4185,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,indent +8,0,0.5273,5,0.938,True,False,False,480,512,32,0.4107,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,spaces to tabs,0,0.5273,5,0.9456,True,False,False,480,449,-31,0.4184,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,tabs to spaces,0,0.5273,0,0.5273,False,False,False,480,480,0,0.0,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,strip indent,0,0.5273,0,0.591,False,False,False,480,433,-47,0.0638,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,add blank lines,0,0.5273,0,0.4809,False,False,False,480,482,2,-0.0463,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,remove blank lines,0,0.5273,0,0.5273,False,False,False,480,480,0,0.0,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,trailing newline,0,0.5273,0,0.5458,False,False,False,480,481,1,0.0185,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,trailing spaces,0,0.5273,5,0.6175,True,False,False,480,499,19,0.0903,True
WorkflowHttpHandlerTest.testWorkflowForkFailure,1,concurrency,CRLF endings,0,0.5273,0,0.652,False,False,False,480,498,18,0.1248,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,indent +2,1,0.3974,5,0.9472,True,True,False,399,437,38,0.5498,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,indent +4,1,0.3974,5,0.9496,True,True,False,399,477,78,0.5521,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,indent +8,1,0.3974,5,0.9452,True,True,False,399,512,113,0.5477,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,spaces to tabs,1,0.3974,5,0.9434,True,True,False,399,366,-33,0.546,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,tabs to spaces,1,0.3974,1,0.3974,False,True,True,399,399,0,0.0,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,strip indent,1,0.3974,0,0.4388,True,True,False,399,348,-51,0.0414,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,add blank lines,1,0.3974,1,0.4015,False,True,True,399,401,2,0.0041,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,remove blank lines,1,0.3974,1,0.3974,False,True,True,399,399,0,0.0,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,trailing newline,1,0.3974,1,0.3778,False,True,True,399,400,1,-0.0196,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,trailing spaces,1,0.3974,5,0.4733,True,True,False,399,420,21,0.0759,True
extraSweepersGiveUpAfterFailingToAcquireEnoughTimes,1,concurrency,CRLF endings,1,0.3974,0,0.4349,True,True,False,399,419,20,0.0374,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,indent +2,2,0.6331,5,0.9082,True,True,False,377,419,42,0.2751,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,indent +4,2,0.6331,5,0.9286,True,True,False,377,463,86,0.2955,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,indent +8,2,0.6331,5,0.8887,True,True,False,377,512,135,0.2556,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,spaces to tabs,2,0.6331,5,0.9399,True,True,False,377,328,-49,0.3068,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,tabs to spaces,2,0.6331,2,0.6331,False,True,True,377,377,0,0.0,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,strip indent,2,0.6331,2,0.6319,False,True,True,377,304,-73,-0.0012,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,add blank lines,2,0.6331,2,0.6263,False,True,True,377,379,2,-0.0068,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,remove blank lines,2,0.6331,2,0.6331,False,True,True,377,377,0,0.0,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,trailing newline,2,0.6331,2,0.6075,False,True,True,377,378,1,-0.0256,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,trailing spaces,2,0.6331,0,0.4257,True,True,False,377,400,23,-0.2074,True
TopicReaderTest.testMultiReaderIsAbleToSeekWithTimeOnMiddleOfTopic,2,time,CRLF endings,2,0.6331,2,0.5625,False,True,True,377,399,22,-0.0706,True
TestExchangeClient.testAddLocation,0,async wait,indent +2,0,0.9112,5,0.9382,True,True,False,512,512,0,0.027,True
TestExchangeClient.testAddLocation,0,async wait,indent +4,0,0.9112,5,0.9455,True,True,False,512,512,0,0.0343,True
TestExchangeClient.testAddLocation,0,async wait,indent +8,0,0.9112,5,0.9436,True,True,False,512,512,0,0.0324,True
TestExchangeClient.testAddLocation,0,async wait,spaces to tabs,0,0.9112,5,0.9391,True,True,False,512,512,0,0.0278,True
TestExchangeClient.testAddLocation,0,async wait,tabs to spaces,0,0.9112,0,0.9112,False,True,True,512,512,0,0.0,True
TestExchangeClient.testAddLocation,0,async wait,strip indent,0,0.9112,0,0.9096,False,True,True,512,512,0,-0.0016,True
TestExchangeClient.testAddLocation,0,async wait,add blank lines,0,0.9112,0,0.898,False,True,True,512,512,0,-0.0132,True
TestExchangeClient.testAddLocation,0,async wait,remove blank lines,0,0.9112,0,0.9112,False,True,True,512,512,0,0.0,True
TestExchangeClient.testAddLocation,0,async wait,trailing newline,0,0.9112,0,0.9112,False,True,True,512,512,0,0.0,True
TestExchangeClient.testAddLocation,0,async wait,trailing spaces,0,0.9112,0,0.8917,False,True,True,512,512,0,-0.0195,True
TestExchangeClient.testAddLocation,0,async wait,CRLF endings,0,0.9112,0,0.916,False,True,True,512,512,0,0.0048,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,indent +2,0,0.9117,5,0.9243,True,False,False,442,498,56,0.0125,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,indent +4,0,0.9117,5,0.9428,True,False,False,442,512,70,0.0311,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,indent +8,0,0.9117,5,0.9344,True,False,False,442,512,70,0.0227,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,spaces to tabs,0,0.9117,5,0.945,True,False,False,442,366,-76,0.0333,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,tabs to spaces,0,0.9117,0,0.9117,False,False,False,442,442,0,0.0,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,strip indent,0,0.9117,0,0.7863,False,False,False,442,333,-109,-0.1254,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,add blank lines,0,0.9117,0,0.9147,False,False,False,442,444,2,0.003,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,remove blank lines,0,0.9117,0,0.9117,False,False,False,442,442,0,0.0,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,trailing newline,0,0.9117,0,0.9116,False,False,False,442,443,1,-0.0001,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,trailing spaces,0,0.9117,0,0.857,False,False,False,442,472,30,-0.0547,True
TestDelegationToken.testDelegationTokenSecretManager,1,concurrency,CRLF endings,0,0.9117,0,0.9166,False,False,False,442,471,29,0.0049,True
TestDFSIO.testReadSkip,4,test order dependency,indent +2,2,0.7859,5,0.9289,True,False,False,126,140,14,0.1429,True
TestDFSIO.testReadSkip,4,test order dependency,indent +4,2,0.7859,5,0.9407,True,False,False,126,156,30,0.1547,True
TestDFSIO.testReadSkip,4,test order dependency,indent +8,2,0.7859,5,0.888,True,False,False,126,188,62,0.1021,True
TestDFSIO.testReadSkip,4,test order dependency,spaces to tabs,2,0.7859,5,0.9069,True,False,False,126,114,-12,0.121,True
TestDFSIO.testReadSkip,4,test order dependency,tabs to spaces,2,0.7859,2,0.7859,False,False,False,126,126,0,0.0,True
TestDFSIO.testReadSkip,4,test order dependency,strip indent,2,0.7859,2,0.7786,False,False,False,126,108,-18,-0.0074,True
TestDFSIO.testReadSkip,4,test order dependency,add blank lines,2,0.7859,2,0.7852,False,False,False,126,128,2,-0.0007,True
TestDFSIO.testReadSkip,4,test order dependency,remove blank lines,2,0.7859,2,0.7859,False,False,False,126,126,0,0.0,True
TestDFSIO.testReadSkip,4,test order dependency,trailing newline,2,0.7859,2,0.7848,False,False,False,126,127,1,-0.0011,True
TestDFSIO.testReadSkip,4,test order dependency,trailing spaces,2,0.7859,2,0.7545,False,False,False,126,135,9,-0.0314,True
TestDFSIO.testReadSkip,4,test order dependency,CRLF endings,2,0.7859,2,0.7837,False,False,False,126,134,8,-0.0023,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,indent +2,0,0.8031,5,0.9388,True,True,False,430,478,48,0.1357,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,indent +4,0,0.8031,5,0.9439,True,True,False,430,512,82,0.1408,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,indent +8,0,0.8031,5,0.9404,True,True,False,430,512,82,0.1373,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,spaces to tabs,0,0.8031,5,0.941,True,True,False,430,382,-48,0.138,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,tabs to spaces,0,0.8031,0,0.8031,False,True,True,430,430,0,0.0,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,strip indent,0,0.8031,0,0.906,False,True,True,430,358,-72,0.1029,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,add blank lines,0,0.8031,5,0.8644,True,True,False,430,432,2,0.0614,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,remove blank lines,0,0.8031,0,0.8031,False,True,True,430,430,0,0.0,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,trailing newline,0,0.8031,0,0.8002,False,True,True,430,431,1,-0.0029,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,trailing spaces,0,0.8031,0,0.4425,False,True,True,430,456,26,-0.3606,True
ZKSessionTest.testReacquireLocksAfterSessionLost,0,async wait,CRLF endings,0,0.8031,0,0.832,False,True,True,430,455,25,0.0289,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,indent +2,3,0.652,5,0.9496,True,True,False,399,427,28,0.2975,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,indent +4,3,0.652,5,0.9505,True,True,False,399,457,58,0.2985,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,indent +8,3,0.652,5,0.9465,True,True,False,399,512,113,0.2945,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,spaces to tabs,3,0.652,5,0.9486,True,True,False,399,369,-30,0.2966,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,tabs to spaces,3,0.652,3,0.652,False,True,True,399,399,0,0.0,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,strip indent,3,0.652,3,0.467,False,True,True,399,356,-43,-0.185,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,add blank lines,3,0.652,3,0.6164,False,True,True,399,401,2,-0.0356,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,remove blank lines,3,0.652,3,0.652,False,True,True,399,399,0,0.0,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,trailing newline,3,0.652,3,0.5138,False,True,True,399,400,1,-0.1382,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,trailing spaces,3,0.652,5,0.7819,True,True,False,399,415,16,0.1299,True
ResponseContextTest.serializeWithTruncateArrayTest,3,unordered collections,CRLF endings,3,0.652,3,0.4294,False,True,True,399,414,15,-0.2226,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,indent +2,1,0.4879,5,0.9395,True,True,False,385,425,40,0.4515,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,indent +4,1,0.4879,5,0.9439,True,True,False,385,467,82,0.456,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,indent +8,1,0.4879,5,0.9386,True,True,False,385,512,127,0.4506,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,spaces to tabs,1,0.4879,5,0.9451,True,True,False,385,329,-56,0.4571,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,tabs to spaces,1,0.4879,1,0.4879,False,True,True,385,385,0,0.0,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,strip indent,1,0.4879,1,0.41,False,True,True,385,303,-82,-0.0779,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,add blank lines,1,0.4879,0,0.4067,True,True,False,385,387,2,-0.0813,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,remove blank lines,1,0.4879,1,0.4879,False,True,True,385,385,0,0.0,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,trailing newline,1,0.4879,1,0.4652,False,True,True,385,386,1,-0.0227,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,trailing spaces,1,0.4879,0,0.5225,True,True,False,385,407,22,0.0346,True
shouldTogglePrepareForBulkLoadDuringRestoreCalls,1,concurrency,CRLF endings,1,0.4879,0,0.4606,True,True,False,385,406,21,-0.0273,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,indent +2,0,0.8077,5,0.9149,True,True,False,512,512,0,0.1072,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,indent +4,0,0.8077,5,0.9319,True,True,False,512,512,0,0.1242,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,indent +8,0,0.8077,5,0.9378,True,True,False,512,512,0,0.13,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,spaces to tabs,0,0.8077,5,0.938,True,True,False,512,512,0,0.1303,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,tabs to spaces,0,0.8077,0,0.8077,False,True,True,512,512,0,0.0,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,strip indent,0,0.8077,0,0.865,False,True,True,512,512,0,0.0573,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,add blank lines,0,0.8077,0,0.8268,False,True,True,512,512,0,0.0191,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,remove blank lines,0,0.8077,0,0.8077,False,True,True,512,512,0,0.0,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,trailing newline,0,0.8077,0,0.8077,False,True,True,512,512,0,0.0,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,trailing spaces,0,0.8077,0,0.8136,False,True,True,512,512,0,0.0059,True
BacklogQuotaManagerTest.testConsumerBacklogEvictionTimeQuotaWithEmptyLedger,0,async wait,CRLF endings,0,0.8077,0,0.8022,False,True,True,512,512,0,-0.0055,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,indent +2,0,0.9216,5,0.9305,True,True,False,512,512,0,0.0088,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,indent +4,0,0.9216,5,0.9426,True,True,False,512,512,0,0.021,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,indent +8,0,0.9216,5,0.9304,True,True,False,512,512,0,0.0088,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,spaces to tabs,0,0.9216,5,0.9394,True,True,False,512,456,-56,0.0178,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,tabs to spaces,0,0.9216,0,0.9216,False,True,True,512,512,0,0.0,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,strip indent,0,0.9216,0,0.9212,False,True,True,512,416,-96,-0.0005,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,add blank lines,0,0.9216,0,0.9198,False,True,True,512,512,0,-0.0018,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,remove blank lines,0,0.9216,0,0.9216,False,True,True,512,512,0,0.0,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,trailing newline,0,0.9216,0,0.9216,False,True,True,512,512,0,0.0,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,trailing spaces,0,0.9216,0,0.8756,False,True,True,512,512,0,-0.046,True
InactiveTopicDeleteTest.testTopicLevelInActiveTopicApi,0,async wait,CRLF endings,0,0.9216,0,0.922,False,True,True,512,512,0,0.0004,True
TestDFSIO.testReadBackward,4,test order dependency,indent +2,2,0.7809,5,0.9269,True,False,False,134,148,14,0.146,True
TestDFSIO.testReadBackward,4,test order dependency,indent +4,2,0.7809,5,0.9373,True,False,False,134,164,30,0.1564,True
TestDFSIO.testReadBackward,4,test order dependency,indent +8,2,0.7809,5,0.8547,True,False,False,134,196,62,0.0737,True
TestDFSIO.testReadBackward,4,test order dependency,spaces to tabs,2,0.7809,5,0.9049,True,False,False,134,122,-12,0.124,True
TestDFSIO.testReadBackward,4,test order dependency,tabs to spaces,2,0.7809,2,0.7809,False,False,False,134,134,0,0.0,True
TestDFSIO.testReadBackward,4,test order dependency,strip indent,2,0.7809,2,0.7714,False,False,False,134,116,-18,-0.0095,True
TestDFSIO.testReadBackward,4,test order dependency,add blank lines,2,0.7809,2,0.7781,False,False,False,134,136,2,-0.0028,True
TestDFSIO.testReadBackward,4,test order dependency,remove blank lines,2,0.7809,2,0.7809,False,False,False,134,134,0,0.0,True
TestDFSIO.testReadBackward,4,test order dependency,trailing newline,2,0.7809,2,0.7402,False,False,False,134,135,1,-0.0407,True
TestDFSIO.testReadBackward,4,test order dependency,trailing spaces,2,0.7809,2,0.7484,False,False,False,134,143,9,-0.0326,True
