test_name,true_category,transform,prediction,token_repr,bucket,attribution,share_of_total
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.015026087054307084,0.001671808890873107
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.013546244049390518,0.0015071609233899999
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.014301416329510874,0.0015911817151958243
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.014172212424838515,0.001576806433341933
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.013226687053125671,0.0014716068749164727
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.013310803823794477,0.00148096574290169
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.014725555772321035,0.0016383716515310288
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.019187825186353896,0.0021348456605587425
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ċ',newline ×1,0.028275157568050695,0.0031459061592189756
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.012853641382900297,0.001430101653634946
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.011025772835304325,0.0012267322149930788
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.010697050604742072,0.0011901584386203347
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.00993833316043179,0.001105743210326095
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.010336754179912755,0.0011500717038501677
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.010199692038844918,0.001134822111244245
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.010512912323115603,0.0011696711344232659
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ċ',newline ×1,0.02365461993687782,0.002631823160465526
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.010974401503702106,0.0012210166186040665
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.012564365379890988,0.0013979166814596
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.012097256039521054,0.0013459458958906129
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ċ',newline ×1,0.031232684840905148,0.003474961912182985
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.012253672140410333,0.0013633488183678552
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.010823248471641202,0.0012041992674221825
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.012160931339675605,0.0013530304370983571
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ċ',newline ×1,0.026986921243623407,0.003002576433193869
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.009562199468930853,0.0010638944144728897
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.009772829038710542,0.0010873291507529199
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.009054791983829956,0.001007440040035861
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ċ',newline ×1,0.022216976663478674,0.002471870353211978
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.009193568861616569,0.0010228804149846249
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.010418234334779909,0.0011591372208303572
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ġ',spaces ×1,0.010743171481035345,0.0011952898670995707
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,original,0,'Ċ',newline ×1,0.030874778183978022,0.0034351410640146704
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.06146737426335439,0.0025787042080540317
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.697013493437231,0.029241392692262717
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.1818733143765113,0.007630023028249807
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.7274653114861597,0.030518919710241815
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.10056636506019262,0.00421900092329183
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.1617341116654023,0.006785135030342413
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.10250460448040156,0.004300314729339485
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.12168251231118501,0.005104874094654642
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.10833666041374246,0.004544983504557994
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.09703458272465015,0.004070834158731921
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.10158103321017704,0.004261568692933865
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.1030503947785707,0.0043232119452279285
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.10195264863440161,0.0042771588538885194
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.14232557107829147,0.005970900066119965
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.09423446605375921,0.003953362528801348
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.10166731451394663,0.0042651884011737804
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.11894310959834035,0.004989949561309501
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.10307934585948972,0.0043244265127133355
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.10007598073394453,0.0041984281212026795
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.09464480530586192,0.00397057724748436
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.07646311388137406,0.0032078115567784407
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.11386607741774427,0.004776955848702939
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07466566097587721,0.0031324040836801957
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.08057900957440445,0.0033804832817500505
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07451757193825015,0.0031261913923285294
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07225716295681271,0.00303136179821927
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06907737415560183,0.002897962009133207
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06861183071147163,0.0028784313418028108
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.053909959134817984,0.002261652464303419
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.0636291210211694,0.002669394684553662
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05788429354013063,0.0024283853527343417
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05848568544730249,0.002453615189868255
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06531074654837771,0.002739942920513831
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06952466071504011,0.002916726756234453
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.0651514284767815,0.0027332591441760947
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07356488451451519,0.0030862238632452165
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07565123436832238,0.0031737512582569963
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06708968743261905,0.0028145737697903616
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06873505390056242,0.002883600850994416
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06060677471701089,0.0025425999869415896
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.052122719163834784,0.0021866734483748924
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.0966468340707792,0.004054567169985658
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07539761747678417,0.0031631114195900456
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07889156853161977,0.0033096910709224255
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.0735912465262398,0.0030873298130499986
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.08061465127839795,0.003381978536967501
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07353694832751895,0.0030850518730011637
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07395441457490363,0.003102565586280002
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07527365786253776,0.0031579110155917156
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07060163434998015,0.0029619083908441297
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07708955099161122,0.0032340921004263387
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05768291499231775,0.0024199370382442516
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.08053347418258608,0.0033785729625294128
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07480609234891453,0.0031382955175820668
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07358955056098915,0.0030872586632281463
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07345692889787334,0.003081694865443477
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06522674966030706,0.0027364190490075714
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05376505727995632,0.0022555734829354224
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06175199337763327,0.00259064466453976
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07841357595431261,0.003289638132509284
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05670309379526743,0.002378831182100978
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06286553023128445,0.002637360214125965
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06460544700982282,0.002710353908297079
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.0636211437630545,0.002669060019386715
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06583871194535383,0.0027620923389200264
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06891924073847933,0.0028913279319002887
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06769150590382533,0.0028398215023116044
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.07109047161034415,0.002982416289798027
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.0905839066731131,0.003800212781485145
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.060598090583959055,0.0025422356666706743
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.056826125479046544,0.002383992657184099
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05074483322306726,0.002128867818701298
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05944641172226325,0.002493919968097677
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05588688928326746,0.0023445894394700127
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05409926351765542,0.0022695942385287907
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.057881065847513964,0.0024282499432649665
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06035401082331649,0.0025319959335860444
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.06404738639456693,0.0026869419230910094
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.048091468315112934,0.002017552778232359
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03994202592056469,0.0016756640665708264
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04405122030452221,0.001848054655507055
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03865636702638304,0.0016217275833505752
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.039529544383929846,0.0016583594738984987
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03580617838478479,0.0015021553138023862
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.0357564938442156,0.0015000709278110136
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04475273038195264,0.0018774846907142144
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03821471765583716,0.0016031993298834335
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.042411690202967166,0.0017792724239121744
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.047245264603738076,0.0019820524970255494
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.048550553696961006,0.0020368125143153675
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04382064826288183,0.0018383816037269316
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04133234753820455,0.0017339914028028187
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04078715536376412,0.0017111192796435606
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.042517421788560605,0.0017837081182616006
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04285575942712541,0.0017979021960592312
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03563792036311737,0.0014950964850544129
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.05979387668868919,0.002508496959254563
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.046307233748377793,0.0019426998462414378
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04432814908160948,0.0018596724838487472
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03783423951222241,0.0015872373565313871
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04006079439259843,0.0016806466896662161
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.040017236776302326,0.00167881934288621
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.032323848018820066,0.001356063178321317
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.032428978057385385,0.0013604736363259124
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.03475421454948133,0.001458022900447698
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03385713709287226,0.0014203883432532263
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.031039992859783545,0.0013022023661292284
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04771404874474923,0.002001719119385489
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.038607677296320364,0.0016196849320529339
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.032618606382480146,0.0013684290007082108
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.036973335416908275,0.0015511203588570446
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03342535388498477,0.0014022739990423275
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.07517355615458243,0.00315371150815169
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04871707408990354,0.0020437984453585247
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04230826649876341,0.0017749335507385767
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04168144114846833,0.0017486367194863503
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03667679780515193,0.0015386798927325908
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04301786121896031,0.0018047027561571265
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.03219144790087681,0.0013505086748895562
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.037647191288904314,0.0015793902336249679
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.04877627319993056,0.002046281990425631
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.043851714458999845,0.0018396849053827747
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04705437685555409,0.001974044296815158
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04173961998719109,0.0017510774617180147
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.046302547452793635,0.0019425032448689556
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.0428525971747042,0.0017977695319634694
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04765961387959135,0.0019994354458508744
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.04832791024420807,0.0020274720859110268
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ċ',newline ×1,0.07669353500067011,0.003217478277003181
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.05528331995087486,0.002319268254110366
TestDelegationTokenRenewer.testAddRemoveRenewAction,0,indent +4,5,'Ġ',spaces ×1,0.048964825858779204,0.002054192228021426
